#,Keyword,Country,Difficulty,Volume,CPC,Clicks,CPS,Return Rate,Parent Keyword,Last Update,SERP Features,Global volume
216,josh mosqueira,us,2,450,0,367,0.8,1.15,josh mosqueira,2020-10-02 17:37:35,"Top stories,Thumbnails",900
217,kadavar band,us,15,450,0,318,0.68,1.23,kadavar,2020-10-06 07:29:43,"Top stories,Thumbnails",1900
218,how many innings in high school baseball,us,3,450,0,89,0.19,1.13,high school baseball innings,2020-10-16 15:42:20,"Featured snippet,People also ask,Sitelinks",450
219,soulsonic force,us,3,450,,258,0.59,1.12,soulsonic force,2020-10-18 13:43:59,,500
220,clear variables in r,us,4,450,0,517,1.14,1.16,remove all variables in r,2020-10-14 17:44:13,"People also ask,Top stories,Thumbnails",500
221,10 to midnight cast,us,6,450,0,218,0.48,1.11,10 to midnight cast,2020-10-01 12:37:00,"Top stories,Thumbnails",500
222,product rule with three terms,us,4,450,0,311,0.72,1.24,triple product rule,2020-09-27 17:02:00,"Featured snippet,People also ask,Image pack",450
223,homewood suites fort smith,us,2,450,,281,0.63,1.96,homewood suites fort smith,2020-10-10 14:31:31,Image pack,450
224,merge videos together,us,20,450,0.5,371,0.79,1.23,video merger,2020-10-10 00:39:56,"Adwords top,People also ask,Top stories,Thumbnails",800
225,kodak careers,us,2,450,0.9,420,0.96,1.72,kodak careers,2020-10-05 17:02:43,Image pack,500
226,d lusso designs,us,0,450,0.45,,,,d lusso,2020-10-16 18:22:03,Image pack,450
227,mad meg,us,3,450,0,354,0.83,1.97,mad meg,2020-10-05 05:51:33,"Top stories,Thumbnails",800
228,sharps pixley,us,20,450,0,,,,sharps pixley,2020-10-17 08:56:54,"Sitelinks,Image pack",4000
229,romans 1 nasb,us,1,450,2.5,454,0.96,1.38,romans 1 nasb,2020-10-02 21:57:53,"Top stories,Thumbnails,Image pack",500
230,kaplan phone number,us,27,450,7,239,0.54,1.19,kaplan customer service,2020-10-16 22:39:22,Sitelinks,500
231,reverse doubly linked list,us,4,450,0,757,1.61,1.39,reverse doubly linked list,2020-10-05 06:09:53,"Top stories,Thumbnails",1000
232,lic 601,us,0,450,0.4,470,1.06,1.87,identification and,2020-10-16 14:24:41,Image pack,450
233,got your goat,us,0,450,0,228,0.5,1.06,gets my goat,2020-09-21 22:14:31,"Featured snippet,People also ask,Top stories,Thumbnails,Image pack",600
234,nfl fantasy trade value chart,us,8,450,1.4,536,1.15,2.69,trade value chart,2020-10-16 13:41:11,"Top stories,Thumbnails,Image pack",600
235,cuong dola,us,5,450,0.01,304,0.67,1.65,cuong dollar,2020-10-15 22:51:56,"Image pack,Top stories,Thumbnails",1700
236,animal liberation orchestra,us,8,450,,322,0.71,1.09,alo band,2020-10-16 15:01:19,Sitelinks,600
237,eq classes,us,3,450,,477,1.06,1.31,everquest classes,2020-10-16 06:32:41,"Sitelinks,Top stories,Thumbnails",450
238,nes png,us,0,450,0,150,0.32,1.13,nes png,2020-10-05 02:49:26,Image pack,1300
239,nypc,us,7,450,0,154,0.35,1.26,new young pony club,2020-10-13 04:19:30,"Top stories,Thumbnails",1700
240,atom markdown,us,39,450,0,574,1.28,1.24,atom markdown,2020-09-27 21:12:33,"People also ask,Top stories,Thumbnails",1600
241,triple junction,us,0,450,0,191,0.41,1.17,what is a triple junction,2020-09-26 18:38:50,"People also ask,Image pack,Top stories,Thumbnails",900
242,warframe whips,us,0,450,0,550,1.17,1.17,warframe whips,2020-10-16 23:55:53,Sitelinks,700
243,curcuma zedoaria,us,6,450,0.3,322,0.7,1.22,curcuma zedoaria,2020-10-15 21:43:09,"Sitelinks,People also ask",3400
244,transatomic power,us,19,400,0,514,1.32,1.29,transatomic,2020-10-07 08:54:19,"Top stories,Thumbnails",600
245,control gx hair loss,us,1,400,,409,0.97,1.33,control gx reviews,2020-10-16 02:50:12,"People also ask,Top stories,Thumbnails,Adwords bottom",500
246,are laptops allowed on planes,us,7,400,0.03,339,0.84,1.09,tsa laptop,2020-10-18 04:48:48,"Featured snippet,People also ask",500
247,hygrothermograph,us,0,400,1.6,222,0.57,1.12,hygrothermograph,2020-10-16 23:15:42,"Featured snippet,People also ask,Image pack",600
248,how to become a history professor,us,9,400,5,338,0.8,1.3,history professor,2020-10-16 03:07:56,"Featured snippet,People also ask,Adwords bottom",450
249,water infographic,us,0,400,0,390,1.01,1.88,water infographic,2020-10-15 21:24:12,Image pack,1100
250,female elf archer,us,0,400,0.3,234,0.58,1.42,female half elf archer,2020-10-03 23:02:48,"Image pack,Top stories,Thumbnails,Adwords bottom",500
251,santa caterina hotel,us,12,400,3,302,0.74,1.23,hotel santa caterina,2020-10-18 01:08:15,"Sitelinks,Image pack",1000
252,free art appraisal sotheby's,us,17,400,1.1,520,1.32,1.12,free art appraisal sotheby's,2020-09-23 22:43:27,"Featured snippet,People also ask,Top stories,Thumbnails",400
253,track uk visa application,us,15,400,0.8,635,1.63,1.06,uk visa applicant status,2020-09-27 10:21:44,"Featured snippet,Thumbnails,People also ask,Top stories",1900
254,marta flich,us,4,400,,306,0.81,1.13,marta flich,2020-10-08 11:20:38,,72000
255,lendingtree personal loan reviews,us,19,400,5,,,,lendingtree personal loan reviews,2020-10-02 21:53:15,"People also ask,Top stories,Thumbnails,Adwords bottom",400
256,american housekeeper,us,13,400,3.5,,,,american house keeping,2020-10-15 11:53:56,"Sitelinks,People also ask,Top stories,Thumbnails,Image pack",400
257,abstract shapes png,us,0,400,0,206,0.53,1.07,abstract shapes,2020-10-17 01:01:25,Image pack,2100
258,may bakshi,us,0,400,,366,0.97,1.42,maybakshi,2020-09-26 11:49:18,,500
259,remarketing ads,us,60,400,9,142,0.34,1.09,google remarketing,2020-10-15 08:10:28,"Sitelinks,People also ask,Top stories,Thumbnails,Image pack",1000
260,flippen group,us,2,400,0,409,0.97,1.13,flippen group,2020-09-21 13:35:55,"Sitelinks,People also ask,Top stories,Thumbnails,Image pack",450
261,maokai skins,us,0,400,0,384,0.97,1.04,maokai skins,2020-10-11 16:52:35,"Top stories,Thumbnails,Image pack",1500
262,boeing 767 seat map,us,22,400,0.1,302,0.72,1.08,boeing 767-300 delta,2020-10-10 13:26:37,"Image pack,People also ask,Top stories,Thumbnails",800
263,korn greatest hits vol 1,us,0,400,0.07,142,0.35,1.13,korn greatest hits,2020-09-26 19:51:28,"Top stories,Thumbnails",700
264,silver dollar city season pass discounts,us,51,400,0.6,302,0.79,1.34,silver dollar city season pass discounts,2020-10-02 02:57:33,People also ask,400
265,canvas evc login,us,34,400,,,,,sjcc canvas,2020-10-13 20:09:43,"People also ask,Image pack",400
266,virgin blue,us,15,400,1.1,190,0.45,1.14,virgin australia,2020-10-03 17:40:49,"People also ask,Image pack,Top stories,Thumbnails",6800
267,niacin simvastatin,us,0,400,7,,,,niacin simvastatin,2020-10-13 07:18:37,"People also ask,Image pack",400
268,upload to github,us,13,400,0,379,0.91,1.13,how to upload to github,2020-10-16 16:52:13,"Sitelinks,People also ask",800
269,health standards,us,24,400,1.7,284,0.73,1.21,national health education standards,2020-10-12 00:05:22,Adwords bottom,500
270,moldable synonym,us,0,400,0,186,0.46,1.13,moldable,2020-10-07 01:56:41,"Featured snippet,People also ask,Image pack",450
271,new kids on the block then and now,us,1,400,0.03,186,0.46,1.11,what year did new kids on the block come out,2020-10-05 14:47:00,"Image pack,Top stories,Thumbnails",500
272,realestate com usa,us,94,400,0.35,,,,realestate.com usa,2020-10-18 05:16:24,"Adwords top,Sitelinks",500
273,is oculus go worth it,us,9,400,,323,0.83,1.06,oculus go review,2020-10-08 09:35:54,"Featured snippet,People also ask,Top stories,Thumbnails",450
274,farmer elementary school,us,0,400,,220,0.57,2.1,farmer elementary,2020-09-19 12:51:06,"Top stories,Thumbnails,Image pack",400
275,what does incidence mean,us,32,400,0.01,88,0.23,1.19,incidence vs prevalence,2020-10-16 09:05:22,"Knowledge card,People also ask",500
276,dharma realm buddhist university,us,1,400,2,235,0.62,1.35,dharma realm buddhist university,2020-10-16 20:19:46,"Sitelinks,Image pack",400
277,white nursing chair,us,6,400,1.1,,,,white nursing chair,2020-10-05 02:40:53,"Image pack,Top stories,Thumbnails",700
278,san joaquin memorial football,us,0,400,0,282,0.73,4.05,san joaquin memorial football,2020-10-16 10:02:16,Image pack,400
279,fate stay night download,us,5,400,0,691,1.65,1.38,fate stay night visual novel download,2020-10-02 10:00:34,,1500
280,base 2 calculator,us,34,400,0.03,464,1.18,1.13,base calculator,2020-10-17 02:48:36,,450
281,crying markiplier,us,0,400,,213,0.55,1.15,crying markiplier,2020-10-04 10:26:44,Image pack,800
282,forget me not x men,us,0,400,0,307,0.76,1.17,forgetmenot,2020-10-06 16:28:22,"Featured snippet,Top stories,Thumbnails",500
283,the outsiders game,us,11,400,0,172,0.45,1.09,the outsiders game,2020-10-17 11:46:36,Image pack,600
284,install thunderbird,us,31,400,0.45,358,0.89,1.11,thunderbird,2020-10-04 11:45:41,"People also ask,Top stories,Thumbnails",800
285,dog lover t shirts,us,5,400,0.6,,,,shirts with dogs on them,2020-10-06 21:20:39,Image pack,500
286,3gstore,us,3,400,0.6,432,1.02,1.46,3gstore,2020-10-14 20:37:33,Sitelinks,600
287,look at me when you're talking to me,us,0,400,0,370,0.95,1.26,dennis look at me when you're talking to me,2020-10-19 09:37:11,,400
288,flowerpot bread,us,3,400,0,266,0.63,1.54,flowerpot bread,2020-09-21 08:27:57,"Top stories,Thumbnails,Image pack",500
289,warframe chat commands,us,2,400,0,484,1.16,1.14,how to whisper in warframe,2020-10-07 15:59:53,"Featured snippet,People also ask,Top stories,Thumbnails",1000
290,whois sc,us,95,400,4,,,,whois lookup,2020-10-03 05:03:08,,1600
291,if i ain't got you karaoke,us,3,400,,371,0.88,1.25,if i ain't got you karaoke,2020-10-16 07:02:44,,900
292,convaleciente,us,0,400,0,160,0.41,1.11,convaleciente,2020-10-16 19:21:14,"Featured snippet,Image pack",17000
293,psp signs,us,33,400,7,418,0.99,2.81,psp sign,2020-10-11 22:09:07,Sitelinks,450
294,transfers netflix,us,8,400,,212,0.54,1.18,transfers netflix,2020-10-11 20:19:17,,600
295,hoover max extract all terrain,us,1,400,0.7,281,0.67,1.24,hoover f7452900,2020-10-07 16:26:00,"Top stories,Thumbnails,Image pack",400
296,ouachita blackberry,us,2,400,0.6,320,0.84,1.3,ouachita blackberry,2020-10-07 00:12:48,"Top stories,Thumbnails,Image pack,Adwords bottom",400
297,briggs and stratton engine revs up and down,us,3,400,,450,1.11,1.18,briggs and stratton engine revs up and down,2020-09-28 08:27:31,"Featured snippet,Thumbnails,Top stories,Image pack",400
298,american express everyday card review,us,25,400,2,360,0.89,1.26,amex everyday credit card limit,2020-10-08 02:21:38,"Adwords top,People also ask,Top stories,Thumbnails",400
299,5 degrees of separation,us,43,400,0,107,0.27,1.07,7 degrees of separation,2020-10-08 19:44:23,"Featured snippet,People also ask,Top stories,Thumbnails",600
300,how much omega 3 should i take,us,55,400,0.09,268,0.69,1.17,how much omega 3 per day,2020-10-02 08:09:17,People also ask,450
301,achinsk,us,6,400,0,196,0.51,1.12,achinsk,2020-10-11 18:09:00,Image pack,1100
302,paddywagon tours dublin,us,3,400,5,396,1.05,1.34,paddywagon tours dublin,2020-10-14 19:58:54,"Sitelinks,Top stories,Thumbnails,Image pack",700
303,home remedies for cracked foreskin,us,7,400,,490,1.21,1.1,dry penis,2020-10-06 19:20:11,"People also ask,Image pack",700
304,barnabas network,us,0,400,0,280,0.67,1.55,barnabas network,2020-10-13 01:33:08,"Sitelinks,Top stories,Thumbnails,Image pack",450
305,60 fps vs 120,us,2,400,0,447,1.06,1.04,60 fps vs 120,2020-10-03 22:25:16,"Top stories,Thumbnails,People also ask,Image pack",450
306,grimmchild hollow knight,us,1,400,,354,0.84,1.12,grimmchild,2020-10-05 18:30:25,"Top stories,Thumbnails,People also ask,Image pack",450
307,espn tallahassee,us,1,400,0.3,427,1.02,2,espn tallahassee,2020-10-16 15:19:55,"Sitelinks,Image pack",400
308,athena projects,us,43,400,,,,,project athena,2020-10-09 09:35:53,"Featured snippet,Thumbnails,Top stories",400
309,washington square park dental,us,0,400,5,,,,washington square park dental,2020-09-22 14:14:25,"Sitelinks,Image pack",400
310,the raggedy man,us,2,400,0,373,0.95,1.24,the raggedy man,2020-10-04 00:56:48,"Image pack,Top stories,Thumbnails",400
311,variable speed pool pump reviews,us,2,400,0.9,540,1.31,1.37,variable speed pool pump reviews,2020-10-16 21:36:17,"Sitelinks,People also ask",450
312,scp 2932,us,0,400,0,357,0.88,1.14,scp 2932,2020-09-26 21:28:57,"Image pack,People also ask",600
313,idaho medical imaging,us,2,400,5,121,0.31,1.58,idaho medical imaging,2020-09-22 23:22:00,,400
314,x-53 touring rocket,us,3,400,,371,0.88,1.16,x-53 touring rocket,2020-10-17 05:11:48,"People also ask,Image pack",800
315,戴景耀,us,0,400,,292,0.76,1.4,戴景耀,2020-10-16 02:04:45,"Sitelinks,Image pack",1300
316,terminal software,us,76,400,3,261,0.63,1.11,best terminal for windows,2020-10-16 17:16:01,"Sitelinks,People also ask",1300
317,fundrise real estate,us,47,400,9,307,0.81,1.14,fundrise,2020-10-19 13:07:52,"Adwords top,Sitelinks,People also ask,Adwords bottom",400
318,henry blake mortensen,us,9,400,0.06,266,0.63,1.14,henry mortensen,2020-10-02 11:19:17,"People also ask,Top stories,Thumbnails",1500
319,imuran cost,us,1,400,0.45,211,0.52,1.11,imuran cost,2020-10-17 06:10:21,"Featured snippet,People also ask,Sitelinks",450
320,nebraska death records,us,8,400,0.35,616,1.47,1.37,nebraska death records,2020-10-17 09:51:51,,450
321,submarines songs,us,0,400,,,,,the submarines,2020-10-09 07:27:46,"Top stories,Thumbnails",400
322,yoshihiro tajiri,us,12,400,0,240,0.6,1.13,tajiri,2020-10-08 21:10:11,"People also ask,Top stories,Thumbnails",600
323,low fodmap pizza,us,2,400,,388,0.92,1.28,low fodmap pizza,2020-09-19 22:27:10,"Top stories,Thumbnails,People also ask",600
324,white and allen,us,7,400,0,245,0.58,2.88,white and allen,2020-10-03 03:03:28,"Sitelinks,Top stories,Thumbnails,Image pack",450
325,chelsea goalie,us,24,400,0,143,0.38,1.09,kepa arrizabalaga,2020-10-07 21:55:00,"People also ask,Top stories,Thumbnails,Image pack",600
326,resident evil 5 all weapons,us,1,400,0,465,1.13,1.55,resident evil 5 weapons,2020-10-09 08:54:34,"Top stories,Thumbnails,People also ask,Image pack",500
327,xerogel,us,0,400,0.2,155,0.37,1.21,xerogels,2020-09-21 11:45:32,"Featured snippet,People also ask,Image pack,Top stories,Thumbnails",2300
328,coeur d'alene to seattle,us,0,400,,78,0.2,1.06,coeur d alene to seattle,2020-09-27 10:18:22,"Knowledge card,People also ask,Top stories,Thumbnails",400
329,scientific term for fart,us,33,350,0,61,0.18,1.04,medical terminology for farting,2020-09-25 15:37:38,"Featured snippet,People also ask",400
330,divine spirit shield osrs,us,0,350,0,453,1.27,1.02,divine spirit shield,2020-10-05 03:49:24,"Top stories,Thumbnails,Image pack",500
331,mclean county arts center,us,0,350,0,329,0.95,1.82,mclean county arts center,2020-10-03 17:36:18,"Sitelinks,Top stories,Thumbnails,Image pack",350
332,oregon ducks football live stream,us,5,350,3,493,1.47,1.36,oregon ducks game live stream free,2020-10-15 01:42:16,"People also ask,Tweet box",350
333,lynwood theater bainbridge,us,1,350,1.2,175,0.47,2.12,lynwood theater,2020-10-17 11:59:05,"Knowledge card,Image pack",350
334,2019 chevrolet trailblazer,us,23,350,,195,0.56,1.29,2019 trailblazer,2020-10-07 09:23:06,"Image pack,People also ask,Top stories,Thumbnails,Adwords bottom",450
335,hbo shows coming soon,us,54,350,,253,0.76,1.06,hbo new movies,2020-10-08 04:59:01,"Adwords top,Featured snippet,People also ask,Top stories,Thumbnails",350
336,peg finance,us,37,350,0,176,0.51,1.13,peg ratio,2020-10-07 09:15:36,"Featured snippet,Thumbnails,People also ask,Top stories",700
337,sexology institute,us,12,350,0.25,242,0.71,1.17,sexology institute,2020-10-07 00:49:16,"Top stories,Thumbnails",350
338,btd 2,us,34,350,0.1,231,0.68,1.07,bloons tower defense 2,2020-10-19 00:43:49,People also ask,600
339,warm smile,us,0,350,0,51,0.15,1.04,a warm smile is the universal language of kindness,2020-10-05 10:23:12,"People also ask,Image pack,Top stories,Thumbnails",700
340,bible baseball,us,4,350,1.4,353,0.99,1.43,bible baseball,2020-09-29 20:28:06,"Top stories,Thumbnails,Image pack",400
341,yui discord,us,1,350,,335,0.98,1.38,yui bot,2020-10-14 22:27:43,Sitelinks,600
342,best free to play multiplayer games,us,71,350,0,321,0.9,1.16,free games,2020-10-13 23:12:27,"People also ask,Top stories,Thumbnails",800
343,diabetic apple pie,us,13,350,1.2,524,1.47,1.14,sugar free apple pie,2020-10-16 17:40:23,"Top stories,Thumbnails,People also ask,Sitelinks",450
344,pet memorial picture frames,us,1,350,0.8,,,,pet memorial picture frames,2020-10-14 02:46:03,Image pack,350
345,mgt8800fz,us,0,350,,246,0.69,1.45,maytag double oven gas range,2020-09-28 03:37:48,"Shopping results,Thumbnails",350
346,majordomo wow,us,1,350,0,283,0.77,1.07,majordomo executus,2020-10-08 07:51:38,"Top stories,Thumbnails,People also ask",500
347,religion and morality,us,29,350,0.35,272,0.8,1.21,morality and religion,2020-10-15 19:48:00,"Sitelinks,People also ask,Top stories,Thumbnails",700
348,hands of heartland,us,0,350,0.03,298,0.91,1.83,hands of heartland,2020-10-09 05:41:35,"Sitelinks,Image pack",350
349,liam anderson,us,0,350,0.04,238,0.7,1.16,liam anderson,2020-10-13 06:54:29,Image pack,800
350,lucky burrito monee,us,0,350,0,,,,lucky burrito monee,2020-10-19 00:01:14,Image pack,350
351,animals that eat ticks,us,1,350,0,308,0.91,1.18,what eats ticks,2020-10-07 08:47:53,"People also ask,Top stories,Thumbnails,Image pack",350
352,chauvet kinta fx,us,0,350,0.9,224,0.67,2,kinta fx,2020-10-16 23:53:57,Image pack,400
353,sloan flushmate m-101-526-f3,us,4,350,,320,0.9,1.43,m-101526-f3,2020-10-10 08:13:39,"Shopping results,Thumbnails,Image pack",350
354,eds spectroscopy,us,7,350,0,225,0.64,1.58,energy dispersive spectroscopy,2020-09-26 04:11:22,"People also ask,Top stories,Thumbnails,Image pack",800
355,sqlite limit,us,6,350,0,335,0.91,1.18,sqlite limit,2020-09-27 23:21:03,"Featured snippet,Thumbnails,People also ask,Top stories",1000
356,crazy buffet albany ga,us,0,350,0,68,0.2,1.37,crazy buffet albany ga,2020-10-17 23:16:55,Image pack,350
357,tomorrowland 2,us,45,350,0,367,1.03,1.13,tomorrowland 2,2020-10-15 15:29:27,"Featured snippet,People also ask,Top stories,Thumbnails,Sitelinks",1100
358,frenchy's chicken houston tx,us,5,350,0,,,,frenchys chicken,2020-09-20 16:58:08,"Sitelinks,Top stories,Thumbnails,Image pack",350
359,paw patrol season 5 episode 26,us,0,350,,261,0.7,1.29,paw patrol season 5 episode 26,2020-09-20 11:55:11,Image pack,450
360,statement of claim,us,0,350,0,133,0.38,1.12,statement of claim,2020-09-26 19:30:25,"Featured snippet,Top stories,Thumbnails,Image pack",3700
361,manchester united youth jersey,us,7,350,0.6,,,,manchester united youth jersey,2020-10-06 07:26:34,"Shopping results,Thumbnails,Adwords top,Top stories,Image pack,Adwords bottom",400
362,urua,us,0,350,0.03,,,,urua,2020-10-02 07:02:25,"Top stories,Thumbnails",600
363,umehara yuichiro,us,17,350,0,322,0.9,1.59,yuichiro umehara,2020-10-03 02:18:17,"Top stories,Thumbnails",2600
364,party of lincoln,us,19,350,4,145,0.39,1.08,abraham lincoln political party,2020-10-04 01:51:43,"People also ask,Top stories,Thumbnails,Image pack",400
365,parodontax toothpaste reviews,us,12,350,,341,0.97,1.35,parodontax,2020-10-14 15:33:08,"Adwords top,People also ask,Top stories,Thumbnails,Adwords bottom",350
366,london to leeds,us,2,350,2,126,0.35,1.08,train from london to leeds,2020-10-18 18:07:49,"Knowledge card,People also ask",4100
367,western union oklahoma city ok,us,0,350,1.1,,,,western union oklahoma city ok,2020-09-18 09:50:28,Image pack,350
368,landar,us,0,350,0.25,74,0.22,1.31,landr,2020-10-11 14:54:47,"Sitelinks,People also ask,Top stories,Thumbnails,Image pack",1300
369,amsterdam light festival van gogh,us,0,350,,456,1.39,1.17,amsterdam light festival van gogh,2020-10-11 13:38:12,"People also ask,Image pack",600
370,gino's pizza toledo ohio,us,6,350,0,,,,gino's pizza,2020-09-18 23:41:21,"Top stories,Thumbnails,Image pack",350
371,kalamazoo autism center,us,0,350,4.5,333,1.02,2.19,kalamazoo autism center,2020-10-13 18:25:39,"Adwords top,Image pack",350
