#,Keyword,Country,Difficulty,Volume,CPC,Clicks,CPS,Return Rate,Parent Keyword,Last Update,SERP Features,Global volume
209,2017 porsche 718 boxster,us,7,1300,2.5,517,0.41,1.14,2017 porsche 718 boxster,2020-10-17 20:18:04,People also ask,1600
210,perils of pauline,us,30,1300,0.7,830,0.64,1.1,perils of pauline,2020-10-20 01:16:53,Sitelinks,1600
211,29wk500-p,us,1,1300,,1483,1.13,1.33,29wk500-p,2020-10-18 04:46:51,,3700
212,grammarly for office,us,36,1300,1.4,1328,1.05,1.05,grammarly for word,2020-10-14 19:04:49,"Adwords top,Sitelinks,People also ask,Top stories,Thumbnails",2300
213,ps2 release,us,24,1300,0,139,0.11,1.08,ps2 models,2020-10-20 06:25:09,"Featured snippet,Thumbnails,People also ask,Sitelinks",2100
214,w-4 spanish,us,0,1300,,1252,0.99,1.27,w-4 spanish,2020-10-13 11:48:11,"Top stories,Thumbnails",1300
215,ecw arena,us,10,1300,0,784,0.62,1.17,ecw arena,2020-10-14 21:25:21,"Sitelinks,Image pack,Top stories,Thumbnails",1800
216,frederick loewe,us,28,1300,0,834,0.62,1.15,frederick loewe,2020-10-18 10:30:12,People also ask,2200
217,elsword rose,us,0,1300,0,1101,0.86,1.46,elsword rose,2020-10-20 08:52:24,,3300
218,d and p communications,us,1,1300,0.09,1153,0.9,2.65,d&p communications,2020-10-18 13:47:52,"Sitelinks,Image pack",1300
219,stage play,us,30,1300,1.8,256,0.2,1.1,plays,2020-10-15 18:57:52,"Knowledge card,People also ask,Sitelinks,Top stories,Thumbnails",4400
220,tweet eraser,us,54,1300,,1555,1.17,1.16,tweet eraser,2020-10-14 17:42:11,"Sitelinks,People also ask",3500
221,mazda miata wiki,us,11,1300,9,1328,1.05,1.16,miata,2020-10-16 23:31:50,"Sitelinks,People also ask,Image pack",1400
222,wound up tight,us,0,1300,0,166,0.13,1.12,wound up tight,2020-10-16 16:59:33,"Thumbnails,People also ask",1300
223,banqiao dam,us,29,1300,0,1060,0.84,1.21,banqiao dam,2020-10-18 04:16:07,Sitelinks,2100
224,ffxiv kefka,us,1,1300,,1067,0.84,1.18,kefka ffxiv,2020-10-17 00:13:06,Sitelinks,1600
225,groupon dayton,us,5,1300,0.02,1234,0.95,1.29,groupon dayton,2020-10-19 23:55:07,Image pack,1300
226,oxygen xml editor,us,8,1300,4,1189,0.94,1.21,xml editor,2020-10-15 19:09:35,"Adwords top,Sitelinks,People also ask,Top stories,Thumbnails,Adwords bottom",3100
227,forsythia shrub,us,20,1300,0.25,549,0.41,1.16,forsythia,2020-10-17 06:16:16,"People also ask,Sitelinks",1500
228,router signal booster,us,57,1300,0.6,1170,0.88,1.27,best wifi extender,2020-10-14 16:04:20,"People also ask,Sitelinks,Top stories,Thumbnails",1700
229,zte majesty pro,us,0,1300,,775,0.61,1.29,zte majesty pro,2020-10-17 04:55:31,Image pack,1400
230,orange 252,us,48,1300,2,1389,1.08,3.2,orange login,2020-10-17 17:52:12,Adwords top,1400
231,my mhcc,us,16,1300,0.35,1413,1.05,4.56,mymhcc,2020-10-20 07:29:15,Sitelinks,1300
232,queens of the stone age rated r,us,5,1300,0,765,0.59,1.27,queens of the stone age rated r,2020-10-17 22:51:49,Sitelinks,2900
233,all quiet on the western front quotes,us,3,1300,0.1,1408,1.09,1.39,all quiet on the western front quotes,2020-10-17 09:02:29,"Featured snippet,Sitelinks,Image pack",1700
234,xps 13 vs xps 15,us,12,1300,6,1618,1.28,1.15,dell xps 13 vs 15,2020-10-15 23:56:27,"Adwords top,People also ask,Top stories,Thumbnails,Image pack",1900
235,breaking news pueblo co,us,26,1300,0.2,1943,1.48,2.58,breaking news pueblo co,2020-10-18 00:02:49,"Sitelinks,People also ask",1300
236,chixie roixmr,us,0,1300,,930,0.7,1.62,chixie roixmr,2020-10-15 18:11:38,Sitelinks,1400
237,beckley exhibition coal mine,us,7,1300,0.8,1144,0.85,1.36,beckley exhibition coal mine,2020-10-16 23:05:41,"Sitelinks,Image pack",1400
238,dragon hybrid,us,0,1300,0,276,0.21,1.27,dragon hybrid,2020-10-14 17:59:36,"Image pack,People also ask,Sitelinks,Top stories,Thumbnails",1600
239,walmart fsa,us,0,1300,1.6,1374,1.09,1.38,walmart fsa,2020-10-17 09:00:18,"Sitelinks,People also ask,Image pack",1300
240,apcr,us,5,1300,0,702,0.53,1.14,apcr,2020-10-16 23:24:50,"Featured snippet,Thumbnails,People also ask",7600
241,riversidedatamanager,us,12,1300,11,1428,1.08,1.96,riverside data manager,2020-10-20 08:03:16,,1300
242,alaskaair login,us,56,1300,0.25,1329,1,1.28,alaska airlines login,2020-10-16 09:21:19,"Sitelinks,Tweet box",1400
243,klyde warren park events,us,0,1300,1,1090,0.81,1.26,klyde warren park events,2020-10-14 22:04:34,"Sitelinks,People also ask,Tweet box",1400
244,helio p70,us,8,1300,,879,0.68,1.27,helio p70,2020-10-16 14:24:18,"Featured snippet,People also ask,Sitelinks",24000
245,uscca vs us law shield,us,26,1300,,1284,0.99,2.21,uscca vs us law shield,2020-10-18 12:39:07,"Adwords top,Featured snippet,Thumbnails,People also ask,Sitelinks",1300
246,code academy python,us,62,1300,10,1258,0.94,1.16,codecademy python,2020-10-18 09:17:05,"Sitelinks,People also ask",2300
247,philadelphia to seattle,us,0,1300,2,278,0.22,1.67,phl to seattle,2020-10-18 15:53:10,Knowledge card,1300
248,titanfall 2 monarch,us,3,1300,,1122,0.84,1.25,titanfall 2 monarch,2020-10-14 20:32:24,Sitelinks,2200
249,the 47 ronin,us,24,1300,0,935,0.73,1.22,47 ronin,2020-10-17 12:45:27,"Sitelinks,People also ask",2000
250,gpu stress test online,us,61,1300,0,1780,1.39,1.09,furmark,2020-10-16 09:03:27,Sitelinks,2400
251,men in black streaming,us,4,1300,2,1483,1.1,1.14,men in black streaming,2020-10-18 03:26:37,"Top stories,Thumbnails",16000
252,snowcloak ffxiv,us,0,1300,0,1263,0.95,1.09,ffxiv snowcloak,2020-10-14 00:42:50,"Top stories,Thumbnails,Image pack",1400
253,annual taxable income,us,48,1300,0,576,0.45,1.09,taxable income,2020-10-15 17:21:23,"Featured snippet,Thumbnails,People also ask,Top stories",1400
254,music has the right to children,us,15,1300,0,1002,0.75,1.26,music has the right to children,2020-10-19 13:48:43,Sitelinks,3100
255,flash thompson venom,us,10,1300,0.07,765,0.59,1.09,flash thompson,2020-10-19 22:25:59,"Sitelinks,People also ask",2700
256,david archer,us,9,1300,0.35,692,0.54,1.09,david archer,2020-10-15 16:41:19,"Top stories,Thumbnails,Image pack",2300
257,rutabaga taste,us,13,1300,0,324,0.25,1.16,rutabaga vs turnip,2020-10-13 20:27:49,"Featured snippet,Thumbnails,People also ask,Top stories",1400
258,jimmy ellis,us,12,1300,0.6,665,0.5,1.19,jimmy ellis,2020-10-18 16:14:20,Sitelinks,2800
259,broadway schedule,us,45,1300,0.8,1345,1.05,1.33,broadways shows on monday,2020-10-20 11:14:47,"Sitelinks,People also ask",1400
260,amante pizza and pasta,us,18,1200,1.3,653,0.53,1.59,amante pizza,2020-10-19 15:15:40,"Sitelinks,Image pack",1200
261,find a veteran by name,us,47,1200,0.7,1278,1.11,1.15,find a veteran by name,2020-10-16 18:42:24,"People also ask,Sitelinks",1200
262,bourg,us,9,1200,0.01,232,0.2,1.08,bourg,2020-10-19 21:04:18,"Knowledge card,Thumbnails,Sitelinks,Image pack",11000
263,allegheny health network careers,us,19,1200,0.8,1214,1.04,2.28,ahn jobs,2020-10-15 19:07:24,Image pack,1200
264,sod band,us,9,1200,0.2,699,0.56,1.2,stormtroopers of death,2020-10-19 21:46:12,"Sitelinks,Top stories,Thumbnails",2000
265,revolution 9 lyrics,us,9,1200,0,1013,0.88,1.19,revolution 9 lyrics,2020-10-15 18:31:48,"Sitelinks,Top stories,Thumbnails",1400
266,listen to relaxing music,us,63,1200,1.9,,,,music for sleeping relaxing sleep music,2020-10-16 14:53:20,Adwords bottom,1300
267,wpf application,us,30,1200,11,624,0.52,1.39,wpf tutorial,2020-10-14 18:04:26,"Featured snippet,Thumbnails,People also ask,Sitelinks,Top stories",3700
268,wairarapa coast,us,1,1200,,783,0.63,1.08,wairarapa coast,2020-10-19 02:19:36,"Image pack,People also ask,Sitelinks",1500
269,move your body lyrics,us,1,1200,0,308,0.26,1.13,move your body lyrics,2020-10-14 17:18:14,,3900
270,blade show west,us,1,1200,,1311,1.07,1.65,blade show west,2020-10-14 19:58:50,"Sitelinks,Top stories,Thumbnails,Image pack",1200
271,home depot headquarters address,us,4,1200,0,840,0.73,1.22,home depot corporate address,2020-10-20 03:50:06,"Image pack,Thumbnails,People also ask",1200
272,current elevation google earth,us,62,1200,0.5,461,0.38,1.14,current elevation google earth,2020-10-20 16:40:32,"Featured snippet,People also ask,Sitelinks",1500
273,kenja,us,1,1200,0.5,281,0.24,1.1,kenja,2020-10-14 03:37:24,"Top stories,Thumbnails,Image pack",4000
274,camp nelson ky,us,11,1200,0.7,805,0.69,1.4,camp nelson,2020-10-16 08:47:19,"Sitelinks,Image pack",1200
275,miami university address,us,81,1200,0,213,0.18,1.28,miami university,2020-10-18 11:22:47,"Sitelinks,People also ask,Image pack",1200
276,cipriani and werner,us,0,1200,2,1024,0.89,1.45,cipriani and werner,2020-10-20 11:18:20,"Sitelinks,Image pack",1200
277,mortal kombat 11 patch notes,us,2,1200,,1104,0.91,1.35,mk11 patch notes,2020-10-18 23:08:17,"Sitelinks,Image pack",1300
278,foxes in love,us,0,1200,0,1068,0.89,2,foxes in love,2020-10-16 06:35:15,Sitelinks,1200
279,sooty tern,us,6,1200,0,528,0.44,1.2,sooty tern,2020-10-17 10:14:19,"Sitelinks,People also ask",1900
280,for the people season 2,us,16,1200,,914,0.74,1.3,for the people,2020-10-16 05:04:53,"Sitelinks,People also ask,Top stories,Thumbnails",4600
281,hyperxgaming,us,22,1200,0.15,1253,1.03,1.14,hyperx,2020-10-20 01:41:14,"Adwords top,Sitelinks,Tweet box",2100
282,biomega manga,us,5,1200,0.15,998,0.81,1.41,biomega manga,2020-10-20 15:49:38,Sitelinks,4100
283,mtg sacrifice a creature,us,0,1200,0.01,876,0.74,1.19,mtg sacrifice a creature,2020-10-15 14:48:04,"People also ask,Sitelinks,Top stories,Thumbnails,Image pack",1500
284,how to cite a presentation in apa,us,14,1200,0,1613,1.4,1.05,how to cite a presentation in apa,2020-10-17 17:21:21,People also ask,1300
285,sloan appliance,us,2,1200,1.5,887,0.72,1.96,sloan appliance,2020-10-14 04:02:07,"Top stories,Thumbnails,Image pack",1200
286,how to fix a leaky shower faucet single handle,us,38,1200,4.5,624,0.5,1.2,leaking shower faucet,2020-10-17 05:10:04,"Featured snippet,Thumbnails,People also ask,Image pack",1300
287,aetna medicare part d,us,32,1200,8,1272,1.04,1.26,aetna medicare part d,2020-10-16 09:40:52,"Adwords top,Sitelinks,People also ask",1200
288,2019 nissan leaf sv,us,12,1200,,630,0.54,1.22,2019 nissan leaf,2020-10-16 14:42:33,"Adwords top,People also ask,Adwords bottom",1200
289,u.gg ekko,us,5,1200,,1281,1.04,1.24,ekko runes,2020-10-19 22:37:32,"Sitelinks,Image pack",1600
290,tea dance,us,4,1200,0,648,0.54,1.15,tea dance,2020-10-20 10:46:19,"Featured snippet,Thumbnails",2300
291,the cosmere,us,14,1200,0,1029,0.87,1.2,cosmere,2020-10-17 21:27:46,"Sitelinks,People also ask,Image pack",1500
292,marco island academy,us,2,1200,9,1104,0.92,1.78,marco island academy,2020-10-14 15:28:43,"Sitelinks,People also ask,Top stories,Thumbnails,Image pack",1200
293,worldwatch institute,us,6,1200,1.1,1004,0.86,1.21,worldwatch institute,2020-10-14 17:19:29,"Sitelinks,Image pack",2400
294,ayumi fujimura,us,12,1200,0,924,0.74,1.29,ayumi fujimura,2020-10-19 05:01:25,Sitelinks,2400
295,jack nicholson partner,us,5,1200,,566,0.47,1.1,jack nicholson wife,2020-10-17 09:40:55,"People also ask,Sitelinks,Image pack",1300
296,reserved seating,us,12,1200,0.9,663,0.56,1.13,amc reserved seating,2020-10-15 17:45:51,"Image pack,People also ask",1800
297,kat timpf twitter,us,1,1200,0,1299,1.07,2.69,kat timpf twitter,2020-10-14 05:16:52,"Tweet box,Top stories,Thumbnails,Image pack",1200
298,super alloy darkshine,us,1,1200,0,832,0.7,1.2,superalloy darkshine,2020-10-15 21:08:00,"Sitelinks,People also ask",1600
299,merchant of venice pdf,us,7,1200,0.7,1678,1.42,1.42,merchant of venice,2020-10-14 21:18:16,,3300
300,dual usb car charger,us,8,1200,0.6,864,0.72,1.71,anker car charger,2020-10-17 00:24:23,Image pack,1800
301,trump deregulation,us,33,1200,,1344,1.13,1.15,trump regulations,2020-10-20 02:13:16,Image pack,1300
302,frigidaire ffre0533s1,us,0,1200,0.7,1255,1.07,1.57,frigidaire ffre0533s1,2020-10-19 16:01:29,,1200
303,350*6,us,0,1200,,197,0.16,1.15,tr 350 6,2020-10-20 14:38:08,Knowledge card,2600
304,prosopis velutina,us,4,1200,0.09,480,0.4,1.12,velvet mesquite,2020-10-18 12:09:53,"Sitelinks,People also ask",1500
305,lilac flower meaning,us,4,1200,0,637,0.51,1.14,lilac meaning,2020-10-14 19:22:29,"Featured snippet,Thumbnails,People also ask",1600
306,otg cable walmart,us,0,1200,0.07,887,0.76,1.24,otg cable walmart,2020-10-18 01:08:36,"People also ask,Image pack",1400
307,wjhl news today,us,17,1200,0.01,1280,1.05,1.7,wjhl news today,2020-10-17 05:28:36,"Sitelinks,Tweet box",1200
308,pediatric occupational therapy jobs,us,0,1200,6,864,0.74,2.19,pediatric occupational therapy jobs,2020-10-13 19:15:13,"Adwords top,People also ask,Image pack",1300
309,polytrichum,us,6,1200,0,358,0.31,1.2,polytrichum,2020-10-19 07:01:02,"Sitelinks,People also ask",4800
310,victron bmv-712,us,3,1200,,1195,0.98,1.25,victron bmv-712,2020-10-19 04:25:26,Image pack,1400
311,willow domestic violence center,us,25,1200,2.5,1077,0.91,1.32,domestic violence,2020-10-18 06:13:47,Sitelinks,1200
312,isobutyl group,us,2,1200,2.5,257,0.22,1.22,isobutyl,2020-10-15 21:53:28,"People also ask,Sitelinks,Top stories,Thumbnails",1300
313,wild vs avalanche,us,0,1200,2,242,0.21,1.4,minnesota wild vs colorado avalanche,2020-10-14 10:31:27,"Top stories,Thumbnails,Image pack",1200
314,google listing calls,us,16,1200,6,586,0.48,1.12,google business listing calls,2020-10-15 08:27:41,People also ask,1700
315,rohini pande,us,2,1200,0,1077,0.91,1.4,rohini pande,2020-10-20 01:15:23,Sitelinks,2800
316,miss monochrome,us,22,1200,0.3,829,0.72,1.24,miss monochrome,2020-10-20 07:51:15,Sitelinks,3900
317,ea access vault,us,57,1200,1,1207,1,1.21,ea access,2020-10-14 21:22:24,"Sitelinks,People also ask,Top stories,Thumbnails,Image pack",3100
318,mr inbetween fx,us,33,1200,,721,0.59,1.17,mr inbetween,2020-10-20 00:19:45,"People also ask,Sitelinks",1300
319,pete smith day,us,0,1200,,1070,0.88,1.13,pete smith day,2020-10-18 11:01:38,"Featured snippet,Thumbnails,Image pack",1200
320,artificer spell list 5e,us,7,1200,,1560,1.25,1.5,artificer spell list,2020-10-15 18:43:08,"Sitelinks,Top stories,Thumbnails",1300
321,benevity community impact fund,us,8,1200,2,1257,1.02,1.22,benevity community impact fund,2020-10-18 04:14:56,"Sitelinks,People also ask",1200
322,arcadia bay oregon,us,0,1200,0,608,0.51,1.13,arcadia bay,2020-10-16 19:26:37,"Featured snippet,People also ask",1700
323,wbng closings and delays,us,1,1200,,1231,1.04,1.43,wbng closings,2020-10-14 14:20:48,,1200
324,fantasy cottage,us,0,1200,0,468,0.39,1.41,fantasy cottage,2020-10-20 14:07:03,Image pack,1400
325,nature immunology impact factor,us,5,1200,0,182,0.15,1.39,nature immunology,2020-10-19 22:03:32,"Sitelinks,People also ask,Image pack",2400
326,hilton garden inn birmingham,us,23,1200,1.5,472,0.41,1.39,hilton garden inn birmingham,2020-10-19 16:00:40,"Adwords top,Image pack",3800
327,kermit sings,us,9,1200,0.02,1041,0.88,1.23,kermit song,2020-10-20 05:23:19,,1600
328,disney world wiki,us,20,1100,7,1021,0.94,1.17,disney world wiki,2020-10-20 01:13:34,"Sitelinks,People also ask,Image pack",1400
329,pauline oliveros deep listening,us,31,1100,0.2,1027,0.96,1.23,pauline oliveros deep listening,2020-10-17 03:52:27,"Sitelinks,People also ask",1400
330,dame 5 review,us,1,1100,,1466,1.33,1.19,dame 5 review,2020-10-17 01:02:00,"Adwords top,People also ask,Image pack",1400
331,geographic coordinates,us,59,1100,2.5,624,0.55,1.14,latitude and longitude,2020-10-16 19:08:37,"Featured snippet,Thumbnails,Sitelinks,People also ask,Image pack",2500
332,du hcc,us,3,1100,20,1127,1.07,3.86,du hcc,2020-10-15 20:24:20,"Sitelinks,Top stories,Thumbnails",1100
333,wheel of time reading order,us,5,1100,9,1177,1.1,1.48,wheel of time reading order,2020-10-14 03:18:34,"Featured snippet,Thumbnails,People also ask,Top stories",1500
334,m53,us,3,1100,0.15,319,0.29,1.09,messier 53,2020-10-20 03:26:04,,5000
335,ncr paper,us,4,1100,3.5,503,0.47,1.13,carbonless paper,2020-10-17 15:48:39,"People also ask,Sitelinks,Image pack,Shopping results,Thumbnails",2400
336,all for not,us,0,1100,0,414,0.37,1.07,all for nought,2020-10-15 21:32:13,"Featured snippet,People also ask",1200
337,mayflower moving reviews,us,14,1100,6,1089,1.02,1.13,mayflower moving reviews,2020-10-16 00:02:45,"Sitelinks,People also ask",1100
338,portus,us,26,1100,0.3,521,0.47,1.13,portus,2020-10-17 05:58:36,"Sitelinks,People also ask",8600
339,canyon view middle school,us,9,1100,1.2,849,0.77,1.75,cvms,2020-10-16 21:19:23,Sitelinks,1100
340,dayz xbox update,us,11,1100,,571,0.54,2.22,dayz patch notes,2020-10-16 09:50:58,People also ask,1800
341,hula burger,us,18,1100,0,749,0.69,1.05,hula burger,2020-10-18 02:00:02,"Featured snippet,People also ask,Top stories,Thumbnails",1400
342,auto select green bay,us,0,1100,0.3,353,0.33,1.98,auto select green bay,2020-10-20 07:07:48,Adwords top,1100
343,oaklx,us,3,1100,13,429,0.39,2.21,oaklx,2020-10-13 14:37:39,"Knowledge card,Image pack",1100
344,matsu property search,us,6,1100,0.45,1244,1.18,4.96,myproperty,2020-10-14 08:44:32,"Sitelinks,Image pack",1100
345,keto bark,us,5,1100,,1200,1.09,1.22,keto bark,2020-10-16 22:45:16,"Sitelinks,Top stories,Thumbnails,Image pack",1200
346,citi irb,us,21,1100,4.5,1021,0.94,1.13,citi training,2020-10-17 10:45:12,"Sitelinks,People also ask",1100
347,minecon 2019 location,us,24,1100,,809,0.75,1.09,minecon,2020-10-17 08:20:25,"People also ask,Sitelinks",1300
348,exodus crypto,us,38,1100,,1065,0.98,1.12,exodus wallet,2020-10-20 06:30:31,"Sitelinks,People also ask",2700
349,hope beel instagram,us,3,1100,0,832,0.79,1.77,hope beel,2020-10-13 08:41:07,Sitelinks,1500
350,deborah blum,us,7,1100,0.15,578,0.54,1.13,deborah blum,2020-10-15 22:55:48,"Sitelinks,Tweet box,Top stories,Thumbnails",1200
351,imitation learning,us,12,1100,0,1003,0.91,1.45,imitation learning,2020-10-20 12:07:50,"Featured snippet,People also ask",1800
352,gis training,us,39,1100,5,974,0.91,1.25,gis training,2020-10-18 23:57:41,"Adwords top,People also ask,Adwords bottom",1800
353,3d animation maker online,us,55,1100,3,2002,1.79,1.11,animation maker,2020-10-20 17:41:53,Sitelinks,3300
354,sasha rionda,us,1,1100,0,671,0.6,1.21,sasha rionda,2020-10-14 22:31:45,,1200
355,nervous records,us,22,1100,0.6,930,0.82,1.34,nervous records,2020-10-19 19:34:11,"Sitelinks,Image pack",2300
356,l to cl,us,0,1100,0,63,0.06,1.12,litre to cl,2020-10-14 05:04:21,"Knowledge card,Top stories,Thumbnails",1600
357,black panther country,us,56,1100,,252,0.23,1.23,wakanda,2020-10-13 15:06:33,"Featured snippet,Thumbnails,People also ask,Top stories,Image pack",1700
358,beauty and the beast fairy tale,us,21,1100,1.3,907,0.85,1.2,beauty and the beast original story,2020-10-16 02:16:06,"Sitelinks,Top stories,Thumbnails,People also ask,Image pack",1900
359,best cell phones under 300,us,51,1100,1.1,1305,1.22,1.64,best unlocked phones under 300,2020-10-18 06:33:32,"People also ask,Sitelinks",1100
360,sporophyte definition,us,9,1100,0,160,0.15,1.13,sporophyte,2020-10-16 18:05:04,"Knowledge card,Sitelinks",1400
361,polish notation,us,10,1100,0,923,0.85,1.17,polish notation,2020-10-20 13:21:26,"Sitelinks,People also ask",3200
362,calderwood pavilion,us,2,1100,1.2,641,0.59,1.35,calderwood pavilion,2020-10-20 13:10:36,Image pack,1100
363,if we are the body,us,7,1100,0,615,0.55,1.22,if we are the body,2020-10-16 23:09:56,"Thumbnails,Image pack",1300
364,poplar plywood,us,1,1100,0.2,909,0.85,1.22,poplar plywood,2020-10-18 10:39:33,People also ask,1800
365,lrrk2,us,27,1100,1.5,864,0.78,1.42,lrrk2,2020-10-15 20:32:57,"Featured snippet,Thumbnails,Top stories",2400
366,guts synonym,us,0,1100,0,363,0.32,1.07,guts synonym,2020-10-15 19:18:10,"Knowledge card,People also ask,Sitelinks,Image pack",2000
367,stat calculator pathfinder,us,18,1100,0,1209,1.13,1.96,pathfinder point buy calculator,2020-10-16 19:17:31,Image pack,1100
368,johnny tremain 1957,us,6,1100,0.2,773,0.71,3.43,johnny tremain movie,2020-10-16 23:02:14,"Sitelinks,People also ask",1100
369,how to apply polyurethane to wood,us,31,1100,1,915,0.83,1.26,how to apply polyurethane,2020-10-14 04:57:22,"Featured snippet,Thumbnails,People also ask,Top stories",1100
370,grayons,us,0,1100,,551,0.51,1.45,grayons,2020-10-20 10:09:40,Image pack,1400
371,jackie chan hong kong,us,28,1100,0,761,0.68,1.07,jackie chan hong kong,2020-10-15 19:56:08,"People also ask,Top stories,Thumbnails",1300
372,yangnyeom chicken,us,8,1100,0,622,0.59,1.4,yangnyeom,2020-10-19 19:40:57,"Top stories,Thumbnails,People also ask",2800
373,robert irsay,us,12,1100,0.01,695,0.64,1.15,robert irsay,2020-10-18 19:36:08,"Sitelinks,People also ask",1100
374,emotional bank account,us,3,1100,0.02,663,0.61,1.19,emotional bank account,2020-10-16 18:39:03,"Featured snippet,Thumbnails,People also ask",2000
375,how to save to google drive,us,77,1100,0.3,179,0.17,1.18,how to upload photos to google drive,2020-10-17 11:39:57,Featured snippet,1300
